trip_id,passenger_name,age,city,transport_mode,distance_km,fare,trip_start,trip_end,rating,weather_condition,payment_method
TRP13308,Dalton,N/A, Mumbai ,Auto,,error,10-30-2025 06:42,,,storm,cash 
TRP13309,Brooke Johnson,, Mumbai ,metro,7.1,error,20/06/2025 02:33 PM,2025-06-20 17:18:26,-1,storm,Cash
TRP13310,ALLISON WILLIAMS,47,Mumbai,BUS ,unknown,504.05,,,6,storm,wallet
TRP13311,Dylan Avila,72, Mumbai ,Metro,,error,2025-06-13 06:43:37,2025-06-13 08:39:37,five,sunny,Card
TRP13312,,,Hyderabad,BUS ,,error,10-08-2025 22:33,2025-10-09 01:03:42,3.4,Fog,cash 
TRP13313,,17,Kolkata,Metro,34.94,,,23-07-2025 03:41,,Rainy,Cash
TRP13314, Kevin Murphy ,31,,BUS ,unknown,1195.35,invalid_date,27-01-2026 19:13,6,Fog,
TRP13315,NOAH GARCIA III,N/A,Bangalore,Metro,,731.61,04-20-2026 15:55,,five,Fog,Card
TRP13316,Ryan Johnson,, Mumbai ,Auto,17.0,1107.7,25/05/2025 01:45 AM,2025-05-25 04:15:18,6,storm,UPI
TRP13317,RYAN LEE,74,Chennai,Walk,9.83,error,invalid_date,05-07-2025 03:37,2.3,sunny,UPI
TRP13318,RONALD CAMPOS,66,Chennai,Walk,unknown,1241.11,,2025-09-29 21:42:20,five,,
TRP13319,Vanessa Thomas,N/A,Chennai,Metro,49.9,error,,,five,Rainy,Cash
TRP13320,Scott Hancock,N/A, Mumbai ,Auto,21.3,,23/02/2026 06:12 AM,2026-02-23 08:35:50,-1,Rainy,Cash
TRP13321,Jennifer,68,Pune,Bike,18.83,₹307.28,02/02/2026 07:49 AM,2026-02-02 08:06:42,6,sunny,cash 
TRP13322,,18,Mumbai,metro,,517.6,06-22-2025 18:36,2025-06-22 19:15:11,-1,Cloudy,UPI
TRP13323,KEITH LEWIS,34,delhi,Bus,,error,,,,Rainy,wallet
TRP13324, Colleen Perez ,69,delhi,Bus,,error,2025-05-21 22:05:39,,6,Fog,wallet
TRP13325,Timothy,67,Bangalore,Auto,unknown,₹1467.49,invalid_date,2026-03-18 02:06:48,6,Fog,UPI
TRP13326,SHELLEY FARMER,twenty five,Hyderabad,Bus,31.5,947.79,2026-05-10 03:06:42,10-05-2026 03:27,-1,Rainy,wallet
TRP13327,Charles Medina,66,,Auto,21.7,654.87,2026-04-12 22:59:49,,6,sunny,
TRP13328,COLTON HUGHES,20,Delhi,Bus,,,2025-11-01 09:52:09,01-11-2025 10:44,6,storm,cash 
TRP13329, Mark Rodriguez ,61,Delhi,Auto,unknown,₹956.7,,2025-08-02 23:54:15,five,,cash 
TRP13330,Gerald Thomas,twenty five,Bangalore,Bike,14.13,error,invalid_date,19-12-2025 09:44,,Fog,UPI
TRP13331,,twenty five, Mumbai ,Bus,13.56,,02/06/2025 12:51 AM,02-06-2025 02:23,-1,,
TRP13332,Jerry Sherman,20, Mumbai ,Bike,34.27,₹234.6,08-11-2025 11:11,,-1,sunny,Card
TRP13333,Sandy,N/A, Mumbai ,Bike,39.5,,05-24-2025 13:18,2025-05-24 14:40:23,five,Sunny,
TRP13334,Elizabeth,24,,Bus,13.58,729.88,14/10/2025 04:52 AM,,6,sunny,Card
TRP13335, Angela Mitchell ,twenty five,Chennai,Walk,unknown,1346.56,invalid_date,2025-08-05 11:17:46,4.4,sunny,wallet
TRP13336, Nathaniel Reynolds ,twenty five,Delhi,BUS ,unknown,₹847.78,invalid_date,20-01-2026 00:50,five,Cloudy,Cash
TRP13337,,64,Chennai,metro,46.7,,invalid_date,2025-06-11 18:37:44,,Cloudy,
TRP13338,Madison,N/A,Delhi,train,25.96,,invalid_date,2026-05-03 21:22:15,6,Rainy,
TRP13339, Brenda Reyes ,twenty five,Kolkata,Auto,,,04-18-2026 15:50,,,Rainy,
TRP13340,Virginia York,N/A,Pune,Auto,,440.2,03/03/2026 09:49 AM,2026-03-03 10:26:40,-1,,cash 
TRP13341,,35,Chennai,Bus,,₹382.67,,,five,Rainy,
TRP13342,Thomas Price,N/A,Mumbai,BUS ,45.9,error,18/12/2025 01:08 AM,,-1,Rainy,wallet
TRP13343, Eric Allen ,44,Delhi,Metro,49.4,,invalid_date,2026-01-08 21:10:50,-1,Fog,cash 
TRP13344,Rebecca Reynolds,twenty five,Mumbai,Auto,18.85,,14/02/2026 07:43 AM,14-02-2026 10:43,6,storm,cash 
TRP13345,ALICIA RICHMOND,,delhi,Walk,45.87,₹147.73,2025-07-16 12:10:53,2025-07-16 13:01:53,,sunny,Card
TRP13346, Mark Holland ,N/A,Hyderabad,Walk,9.0,,01-07-2026 18:17,2026-01-07 19:52:56,-1,Fog,Card
TRP13347,Amanda Maldonado,twenty five,Pune,Metro,,₹873.37,,,6,storm,cash 
TRP13348,,49,Delhi,train,unknown,,2026-01-07 18:21:26,07-01-2026 19:16,five,,wallet
TRP13349,Erin Armstrong,32,Pune,Auto,unknown,₹405.84,2025-08-01 10:55:48,,,Sunny,UPI
TRP13350,,34,delhi,Auto,30.5,,2025-09-02 05:06:21,02-09-2025 07:40,4.1,,Card
TRP13351,Arthur,N/A, Mumbai ,BUS ,,175.03,2025-09-13 01:01:16,,-1,storm,wallet
TRP13352,,64,Hyderabad,train,unknown,₹1403.82,,2025-10-30 20:05:54,6,Cloudy,cash 
TRP13353,Micheal,N/A,delhi,train,,717.0,2025-05-12 06:27:16,12-05-2025 07:50,-1,Rainy,cash 
TRP13354,Richard,,delhi,BUS ,unknown,error,invalid_date,,6,Rainy,
TRP13355, Michael Robles ,N/A,Chennai,train,4.34,,11-27-2025 17:30,2025-11-27 20:05:21,6,Sunny,wallet
TRP13356,,, Mumbai ,Taxi,,,2026-03-14 03:41:41,2026-03-14 04:08:41,4.4,Rainy,
TRP13357,,49,Kolkata,Bus,14.22,1117.46,invalid_date,12-06-2025 21:24,-1,Sunny,Card
TRP13358, Howard Wright ,52,,Bike,44.42,,,2026-01-15 06:48:11,6,,Cash
TRP13359,,,Delhi,Taxi,,error,19/06/2025 09:11 PM,19-06-2025 22:29,,,wallet
TRP13360,Carrie Moore,40,Mumbai,Walk,33.4,₹917.7,invalid_date,,6,Rainy,UPI
TRP13361,SCOTT MILLER,23,delhi,Metro,unknown,,21/04/2026 01:24 AM,,,sunny,Cash
TRP13362,,27,Chennai,metro,36.25,,08/08/2025 09:07 AM,08-08-2025 09:12,6,,UPI
TRP13363, Jennifer Munoz ,N/A,,Bike,,1215.29,10-27-2025 15:05,27-10-2025 16:17,,Rainy,wallet
TRP13364,,26,Pune,Metro,unknown,388.71,2026-03-12 07:27:41,2026-03-12 10:26:41,five,Cloudy,wallet
TRP13365,,, Mumbai ,Taxi,,₹922.24,20/03/2026 09:58 AM,2026-03-20 10:49:40,-1,Sunny,wallet
TRP13366,,N/A, Mumbai ,Auto,unknown,₹752.43,02-08-2026 16:13,2026-02-08 17:36:03,6,sunny,Cash
TRP13367,,51,Mumbai,Bike,,₹1010.66,07/11/2025 08:29 AM,2025-11-07 09:28:00,,storm,wallet
TRP13368,Anna Phillips,53,delhi,Bus,35.7,311.27,09/11/2025 03:19 AM,09-11-2025 04:25,,,
TRP13369,SHANNON BEST,N/A,Hyderabad,Walk,unknown,248.41,,,-1,storm,Card
TRP13370,John,twenty five,Hyderabad,BUS ,,782.36,15/09/2025 02:31 AM,15-09-2025 04:50,five,Rainy,
TRP13371,Jose Cowan,64,Pune,Metro,unknown,error,invalid_date,,6,sunny,Card
TRP13372,,53,delhi,BUS ,,₹366.87,19/10/2025 07:15 AM,,-1,Sunny,UPI
TRP13373,JOHN SMITH,62,Kolkata,Metro,,1024.99,25/05/2025 04:04 AM,25-05-2025 06:45,-1,Sunny,UPI
TRP13374,Mrs. Alexandra Tucker,,Bangalore,Bike,,₹408.03,03-03-2026 09:59,03-03-2026 12:00,6,,UPI
TRP13375, Charles Harper ,25,delhi,Metro,,error,invalid_date,2026-01-20 03:06:55,2.5,storm,wallet
TRP13376,Kaitlyn,N/A,,metro,3.1,error,invalid_date,,-1,Sunny,UPI
TRP13377,Steven Salas,N/A,,Taxi,11.74,₹34.37,12-18-2025 17:37,2025-12-18 18:39:10,6,sunny,Cash
TRP13378,Elaine,61,Chennai,Auto,3.68,₹566.38,21/08/2025 12:22 AM,21-08-2025 00:53,3.9,Rainy,
TRP13379,,39,Kolkata,metro,45.07,,,06-01-2026 14:45,five,,cash 
TRP13380,JANE FAULKNER,, Mumbai ,Metro,unknown,error,,2025-08-13 22:50:08,6,Rainy,Cash
TRP13381,Calvin,, Mumbai ,train,unknown,823.41,08-29-2025 15:05,,2.6,storm,
TRP13382, Joshua Gomez ,55,Pune,Bike,14.36,197.6,05-18-2025 06:12,18-05-2025 06:44,6,sunny,UPI
TRP13383,Rebecca,,Chennai,Metro,37.09,,26/08/2025 05:59 PM,2025-08-26 18:48:24,6,sunny,UPI
TRP13384, April Price ,N/A,Bangalore,Bus,unknown,₹1440.34,2026-03-04 03:33:36,2026-03-04 04:39:36,five,Fog,Cash
TRP13385, Thomas Johnson ,twenty five, Mumbai ,Taxi,,error,invalid_date,2026-01-20 22:49:17,-1,,Card
TRP13386, Alicia Fox ,twenty five,Kolkata,train,17.2,443.93,invalid_date,,-1,storm,
TRP13387,,48,Pune,Bike,unknown,error,24/02/2026 07:19 PM,24-02-2026 21:26,,Rainy,cash 
TRP13388,Kristine Hicks,74,Mumbai,Bus,2.1,₹716.92,,2025-08-18 18:13:07,five,storm,
TRP13389,Jacob,53,delhi,Metro,,₹782.51,,,6,sunny,Card
TRP13390,Jesus,N/A,Hyderabad,Bike,unknown,₹1372.2,10-14-2025 06:50,14-10-2025 08:09,6,sunny,Cash
TRP13391, Angela Phillips ,,Pune,metro,,error,04/10/2025 10:32 PM,04-10-2025 23:07,-1,sunny,UPI
TRP13392,CHRISTINA FUENTES,44, Mumbai ,Taxi,unknown,error,2025-12-03 15:21:42,,-1,Sunny,UPI
TRP13393,Richard Thomas,,Chennai,Walk,40.1,560.7,invalid_date,2025-09-23 22:31:37,,sunny,
TRP13394,Christine Olson,twenty five,Hyderabad,train,,₹741.17,28/06/2025 12:26 PM,,2.0,sunny,UPI
TRP13395,Nathan,twenty five,Delhi,Metro,14.0,820.46,01-14-2026 16:53,14-01-2026 17:37,6,,wallet
TRP13396, Chad Henry ,, Mumbai ,Auto,48.6,270.85,,2025-07-02 23:17:32,6,Fog,Cash
TRP13397,DOUGLAS BROWN,42,Kolkata,metro,6.5,error,,2025-12-14 13:52:25,,Sunny,cash 
TRP13398,MICHAEL ALLEN,N/A,,train,,154.96,invalid_date,,,,cash 
TRP13399,PHILLIP OCONNOR,60,Mumbai,Metro,unknown,error,08/05/2026 10:01 AM,08-05-2026 10:48,,Sunny,UPI
TRP13400,SHARON SULLIVAN,twenty five,Mumbai,Taxi,10.0,,,30-05-2025 07:23,4.7,Rainy,
TRP13401,Karen Wells,N/A, Mumbai ,Taxi,39.3,error,invalid_date,,1.8,storm,Card
TRP13402,Marcus Hensley,28,Delhi,train,20.8,939.85,31/05/2025 06:59 PM,31-05-2025 21:01,five,Cloudy,
TRP13403,Joanne Summers,N/A, Mumbai ,Metro,,₹57.56,2025-11-06 08:29:39,,,Sunny,
TRP13404,Michael,N/A, Mumbai ,Bike,unknown,,2025-07-15 19:30:46,,-1,Rainy,Card
TRP13405,Andrew Reeves,,Kolkata,metro,unknown,,03-27-2026 11:26,27-03-2026 13:48,6,Sunny,
TRP13406,Susan,30,delhi,Walk,unknown,644.69,06-28-2025 12:46,28-06-2025 15:09,2.6,sunny,Card
TRP13407, Kelly Stanley ,,Mumbai,Taxi,3.5,,invalid_date,,6,Cloudy,cash 
TRP13408,Kimberly Robinson,, Mumbai ,Metro,31.57,error,04-20-2026 15:46,,five,Sunny,wallet
TRP13409, Anthony Barnes ,N/A,Kolkata,Walk,44.9,,,,five,Fog,cash 
TRP13410,Hannah,N/A,Chennai,Taxi,,,10-18-2025 12:28,2025-10-18 14:22:44,2.9,Sunny,
TRP13411,Eddie,twenty five,Pune,train,44.5,₹1236.89,,2025-12-16 01:39:34,-1,Fog,Card
TRP13412, Nicole Dawson ,31,Pune,Bike,46.68,,15/02/2026 10:23 AM,2026-02-15 12:52:08,,Fog,
TRP13413,,48,Chennai,Auto,unknown,,01-04-2026 15:09,,-1,sunny,
TRP13414,CARLOS HODGE,,Pune,train,13.7,1375.85,2025-07-04 13:24:32,2025-07-04 15:54:32,-1,Sunny,Cash
TRP13415,Morgan Hernandez,twenty five,Pune,train,21.06,error,07-04-2025 17:57,,-1,Sunny,wallet
TRP13416,TIMOTHY OBRIEN,,Pune,Walk,,1402.06,13/01/2026 08:00 PM,2026-01-13 20:26:27,-1,Sunny,Card
TRP13417,BETHANY GRIFFITH,,Hyderabad,Taxi,4.6,1299.17,24/05/2025 02:15 PM,24-05-2025 15:56,five,Rainy,cash 
TRP13418,Brenda Jones,23,delhi,Metro,,₹49.2,,20-03-2026 15:34,2.1,storm,
TRP13419,Bobby,45,Chennai,Bus,unknown,₹491.91,,12-07-2025 00:15,2.5,sunny,wallet
TRP13420,Charles,20,Chennai,BUS ,15.6,error,,,five,Rainy,cash 
TRP13421, Tracy Washington ,twenty five,Bangalore,BUS ,,error,06-22-2025 13:03,22-06-2025 14:03,4.7,Sunny,UPI
TRP13422,Robert Jones,54,Mumbai,Bike,,,04-10-2026 01:02,2026-04-10 03:34:42,4.8,sunny,cash 
TRP13423, Donald Powell ,33,delhi,Metro,,1456.58,08-30-2025 09:42,2025-08-30 10:53:15,4.1,Sunny,UPI
TRP13424,Steven Mckenzie,twenty five, Mumbai ,metro,1.1,error,01-31-2026 11:49,2026-01-31 11:59:11,1.3,sunny,Cash
TRP13425,Jessica Gonzalez MD,42,delhi,BUS ,18.33,,22/09/2025 09:04 PM,22-09-2025 22:25,,,wallet
TRP13426,,twenty five,Bangalore,Taxi,,1214.09,2026-02-02 00:01:21,2026-02-02 02:03:21,6,storm,UPI
TRP13427,,25,Chennai,train,41.9,,,,five,Fog,cash 
TRP13428,DENISE YOUNG DDS,56,Hyderabad,Bus,unknown,100.49,04-13-2026 20:13,,1.8,,wallet
TRP13429, Joseph Copeland ,twenty five,Bangalore,Walk,27.8,₹474.32,invalid_date,2026-01-26 16:11:19,,Sunny,wallet
TRP13430,KAITLIN BOYER,twenty five,delhi,Auto,unknown,1345.16,02-02-2026 00:16,02-02-2026 00:39,6,Fog,Cash
TRP13431,SARAH WOODS,19,Hyderabad,Bike,,error,2025-10-06 02:14:20,2025-10-06 02:45:20,3.8,Fog,Card
TRP13432,DENNIS BLACKBURN,N/A,Delhi,metro,unknown,error,2025-08-10 06:14:45,,6,storm,cash 
TRP13433,Lori,,Hyderabad,Walk,unknown,error,,05-04-2026 04:57,,,wallet
TRP13434,Tammy,25,Bangalore,BUS ,unknown,error,03-20-2026 17:34,,five,sunny,UPI
TRP13435,Thomas Ford,43,,Walk,9.56,error,12-19-2025 18:38,2025-12-19 19:02:56,five,,Card
TRP13436, Sharon Hubbard ,,,Auto,,₹785.66,30/06/2025 02:48 PM,2025-06-30 16:29:52,6,Fog,
TRP13437,Kayla,,Chennai,Bike,49.2,error,,16-06-2025 02:07,6,sunny,wallet
TRP13438,Mary,,,Bus,32.2,₹62.23,,16-12-2025 10:58,5.0,Fog,
TRP13439,Jennifer,twenty five,,metro,10.8,error,2025-05-30 20:50:10,30-05-2025 22:15,2.6,,Card
TRP13440,Elizabeth,39,Delhi,BUS ,46.61,error,2025-05-29 16:22:47,29-05-2025 16:53,-1,Sunny,Cash
TRP13441, Heather Buchanan ,62,delhi,Taxi,30.04,₹1325.67,2025-05-14 02:41:03,14-05-2025 05:30,five,,Card
TRP13442,CHARLES TORRES,19,Hyderabad,Bus,20.8,,02-26-2026 02:38,2026-02-26 03:46:45,-1,sunny,UPI
TRP13443,Mitchell Mason,N/A,delhi,Bus,unknown,1005.88,invalid_date,2025-10-22 05:24:18,6,Fog,cash 
TRP13444,MEGAN DELGADO,twenty five,Delhi,Auto,43.17,₹1074.98,invalid_date,2025-07-11 23:11:13,4.1,,Cash
TRP13445,Teresa,twenty five,Mumbai,Bus,19.9,error,18/10/2025 03:02 AM,18-10-2025 05:23,,Fog,Card
TRP13446,Laura,55, Mumbai ,Bus,,error,09-20-2025 03:36,2025-09-20 04:30:50,1.9,Fog,Card
TRP13447,Amber Roberts,,Kolkata,BUS ,28.3,,invalid_date,,five,Sunny,Card
TRP13448,Monica,twenty five,,Bike,1.4,error,06-01-2025 13:50,,-1,Fog,Card
TRP13449,,twenty five,Bangalore,Taxi,24.7,1035.17,invalid_date,10-09-2025 12:43,five,storm,cash 
TRP13450,HALEY SMITH,N/A,Kolkata,Bike,18.19,₹743.4,2025-06-02 17:33:59,,6,Rainy,
TRP13451,Michelle,,Mumbai,Metro,unknown,,05/10/2025 07:15 AM,2025-10-05 08:29:14,five,Fog,UPI
TRP13452,Zachary,,Bangalore,Bike,unknown,₹1348.78,2025-08-12 13:24:09,2025-08-12 14:55:09,five,storm,wallet
TRP13453,Jessica,41,Delhi,Auto,12.27,345.19,,01-10-2025 20:27,6,,Card
TRP13454,SANDRA JENSEN,26,Bangalore,Metro,unknown,₹1456.58,14/08/2025 03:51 PM,2025-08-14 16:08:32,-1,storm,
TRP13455,CARLA POWELL,N/A,Chennai,Walk,unknown,error,,2026-02-15 05:57:01,6,Cloudy,Card
TRP13456,MARIA SOLIS,N/A, Mumbai ,train,36.81,,19/09/2025 04:07 PM,,,Fog,Card
TRP13457,Mark,twenty five,,train,,₹1310.1,09/05/2026 08:48 PM,2026-05-09 23:11:24,-1,Cloudy,
TRP13458, Carla Shea ,,Pune,Auto,12.95,,invalid_date,,-1,sunny,wallet
TRP13459, Anita Long ,N/A,Kolkata,Bus,,error,01-23-2026 18:56,23-01-2026 20:36,2.6,Rainy,wallet
TRP13460, Rachel Hansen ,N/A,,Metro,,,invalid_date,2026-02-14 09:50:45,five,Rainy,Card
TRP13461,,N/A,Mumbai,Walk,unknown,,invalid_date,2026-03-02 03:37:02,6,storm,wallet
TRP13462,Chad,,Mumbai,Taxi,unknown,,04-04-2026 12:37,04-04-2026 13:06,-1,sunny,wallet
TRP13463,,twenty five, Mumbai ,Taxi,19.21,₹971.07,04/08/2025 11:09 AM,04-08-2025 13:15,five,Cloudy,Cash
TRP13464,,75,Mumbai,train,26.2,,,21-08-2025 15:18,6,Rainy,UPI
TRP13465,Mitchell Gordon,20,Mumbai,Bus,20.79,error,invalid_date,,6,,Cash
TRP13466,Christine Baird,30, Mumbai ,BUS ,,1132.27,,,-1,Cloudy,
TRP13467,Todd,58,Mumbai,BUS ,,,09-28-2025 00:35,28-09-2025 00:47,five,sunny,UPI
TRP13468,,37,,Auto,32.84,error,01-01-2026 16:24,2026-01-01 19:23:37,-1,Cloudy,Cash
TRP13469,Anthony Poole,35,Bangalore,Bike,20.7,,,,6,Rainy,wallet
TRP13470,PATRICIA EDWARDS,N/A,Delhi,metro,28.1,₹98.12,03-01-2026 14:43,,2.8,Rainy,Card
TRP13471,Tracie,,Kolkata,Taxi,unknown,,,03-03-2026 08:49,-1,,Cash
TRP13472,,,Kolkata,metro,unknown,error,02-06-2026 19:35,,five,sunny,wallet
TRP13473,Vincent Hawkins,twenty five,delhi,Taxi,,error,2025-05-16 16:27:37,2025-05-16 16:54:37,-1,sunny,cash 
TRP13474, Laura Benton ,N/A,delhi,Bus,,,invalid_date,2025-09-05 03:02:32,4.0,Cloudy,wallet
TRP13475,Alicia,N/A,Pune,Bike,,error,,18-10-2025 22:14,6,storm,wallet
TRP13476,,twenty five,Bangalore,Bike,unknown,error,,,five,storm,
TRP13477,Jenna Strong,66,Pune,Bus,,₹1303.78,,2026-04-03 20:47:40,-1,Sunny,
TRP13478,ALLISON HUDSON,,Mumbai,metro,22.23,695.04,2026-05-09 14:00:54,09-05-2026 14:42,,Fog,Card
TRP13479, Eileen Shelton ,,Chennai,train,unknown,1463.52,,2026-01-09 17:28:41,five,Rainy,UPI
TRP13480,Nicole Campbell,twenty five,Mumbai,Metro,unknown,error,08/11/2025 11:46 PM,09-11-2025 02:15,3.9,Rainy,UPI
TRP13481,PATRICK GARZA,,,Auto,,₹139.59,,2025-05-11 06:01:36,3.5,Sunny,UPI
TRP13482,CAMERON ROY,N/A,Hyderabad,BUS ,,error,,,1.3,Rainy,cash 
TRP13483,STEPHEN DOWNS,twenty five,Pune,train,unknown,1164.26,,2026-05-07 13:56:53,five,Rainy,cash 
TRP13484,SHERI WEST,,delhi,Auto,,error,invalid_date,2026-03-28 03:57:19,,storm,Cash
TRP13485,Jason,22,Mumbai,Bus,,₹243.67,14/02/2026 02:28 AM,2026-02-14 03:15:40,6,,cash 
TRP13486,,N/A, Mumbai ,Auto,32.57,1361.89,invalid_date,2025-06-28 00:24:46,five,,
TRP13487, Stephanie Davis ,, Mumbai ,Auto,,₹28.71,01-25-2026 18:27,25-01-2026 19:50,five,storm,Card
TRP13488,JAMES CALDWELL,N/A,Mumbai,BUS ,27.9,₹84.13,27/08/2025 05:03 AM,,five,Sunny,Cash
TRP13489,,,Mumbai,Bus,32.4,₹1061.92,05-14-2025 15:12,2025-05-14 16:18:22,five,sunny,Card
TRP13490,KAREN WAGNER,N/A,,train,3.7,,2025-07-17 19:10:22,,6,sunny,wallet
TRP13491,,55,delhi,train,unknown,853.25,10/07/2025 02:03 AM,,-1,,Cash
TRP13492,William Ryan,N/A,Mumbai,Metro,unknown,₹896.61,2025-06-30 08:20:59,30-06-2025 09:19,2.4,storm,wallet
TRP13493,,N/A,Mumbai,Walk,44.49,error,05-26-2025 13:22,26-05-2025 13:33,2.7,Fog,Cash
TRP13494,,57,Hyderabad,Bus,,,29/04/2026 07:25 AM,2026-04-29 09:32:26,6,Cloudy,cash 
TRP13495, Juan Sandoval ,twenty five,Pune,Auto,,₹364.74,,,five,,Cash
TRP13496,Randy Daniels,,Delhi,Metro,,823.21,05/10/2025 08:44 PM,05-10-2025 22:40,2.2,,Card
TRP13497, Andrew Smith ,19, Mumbai ,Auto,9.2,,10-05-2025 08:52,05-10-2025 09:54,,Cloudy,Cash
TRP13498,,N/A,Hyderabad,Walk,15.0,₹1090.63,2026-02-25 23:16:21,26-02-2026 00:20,five,Sunny,
TRP13499,April,51, Mumbai ,Bus,,error,,2025-07-15 10:40:23,-1,,Cash
TRP13500,,N/A,,Bus,,₹675.97,31/10/2025 07:33 PM,2025-10-31 20:38:26,-1,sunny,UPI
TRP13501,,N/A,Hyderabad,train,39.01,1286.2,,2026-04-02 20:33:38,-1,,Card
TRP13502, Julia Long ,59,Bangalore,BUS ,unknown,error,2026-04-22 04:49:00,,,Cloudy,Cash
TRP13503,Jessica,twenty five,Delhi,Bus,3.0,₹769.54,2026-02-19 23:54:21,2026-02-20 01:09:21,6,sunny,Cash
TRP13504, Christine Rivera DVM ,56,Delhi,metro,36.53,₹673.1,,,five,Rainy,Cash
TRP13505,Nathan,twenty five,,BUS ,43.32,error,13/12/2025 06:07 PM,,1.6,,
TRP13506,Christy Thomas,N/A,,Auto,25.21,808.9,27/08/2025 03:57 PM,,,Sunny,
TRP13507,,N/A,delhi,metro,unknown,532.69,invalid_date,02-09-2025 11:19,,Cloudy,UPI
TRP13508,,N/A,Mumbai,train,,₹746.99,,07-11-2025 04:00,five,Cloudy,
TRP13509,JULIE WAGNER,N/A,Mumbai,Walk,,₹1303.85,2025-05-29 20:30:56,29-05-2025 21:34,-1,Fog,cash 
TRP13510,Larry Hughes,73, Mumbai ,metro,34.8,error,2025-11-06 04:03:08,06-11-2025 05:00,3.5,Rainy,cash 
TRP13511,Tyler Bowman,30, Mumbai ,Bus,unknown,,invalid_date,18-02-2026 13:32,-1,storm,cash 
TRP13512, Jeffrey Williams ,,Chennai,Bike,,₹107.84,06-09-2025 00:23,,,Fog,Cash
TRP13513,,twenty five, Mumbai ,Taxi,26.88,error,2026-03-27 01:39:38,,-1,Cloudy,Cash
TRP13514, Rebecca Mcknight ,twenty five,delhi,Bus,,error,invalid_date,2025-06-13 09:46:56,-1,storm,UPI
TRP13515,Nicholas Black,twenty five,Chennai,metro,unknown,,13/12/2025 05:29 PM,13-12-2025 18:35,,Sunny,UPI
TRP13516, Stanley Porter ,37,Hyderabad,Taxi,13.85,₹1087.31,2026-04-19 03:18:38,,,,Card
TRP13517,,N/A,Mumbai,Bike,unknown,,2026-04-12 15:03:35,,,storm,Cash
TRP13518,,71,Chennai,Taxi,unknown,error,09/03/2026 06:36 AM,2026-03-09 07:05:44,6,Rainy,
TRP13519,KAREN LEE,twenty five,Hyderabad,Walk,41.3,302.66,2025-11-27 23:36:57,,6,,Cash
TRP13520,,,Kolkata,Taxi,unknown,,,,2.5,,Card
TRP13521,Melissa Wise,16,Bangalore,BUS ,,₹536.48,2025-07-02 07:06:53,02-07-2025 08:46,five,Rainy,wallet
TRP13522,RAVEN WATTS,twenty five,Hyderabad,Auto,,603.33,2025-10-10 23:28:03,,-1,Rainy,Cash
TRP13523,Julie,65,Pune,Auto,unknown,error,invalid_date,11-05-2025 23:13,-1,Rainy,wallet
TRP13524, Amber Diaz ,N/A,Bangalore,Bus,,error,2025-09-05 01:56:19,,-1,Rainy,Card
TRP13525,,,Kolkata,BUS ,unknown,,17/11/2025 08:17 PM,2025-11-17 22:01:57,,Rainy,
TRP13526, Joel Adams ,,delhi,Bus,unknown,1396.11,26/05/2025 10:45 AM,26-05-2025 11:12,1.3,storm,wallet
TRP13527, Chris Williams ,twenty five,Mumbai,BUS ,,,invalid_date,02-01-2026 12:03,3.9,sunny,Card
TRP13528,Annette,twenty five,delhi,train,29.85,error,09-08-2025 05:03,2025-09-08 05:46:34,3.3,sunny,wallet
TRP13529,GWENDOLYN ROTH,,,metro,unknown,966.53,,26-11-2025 04:03,,sunny,wallet
TRP13530,ASHLEY HOLLAND,55,Mumbai,metro,47.52,error,25/01/2026 11:01 AM,25-01-2026 12:58,4.0,Sunny,Card
TRP13531,,N/A,Kolkata,train,26.64,,,2025-05-20 14:27:33,6,sunny,
TRP13532,Terry Johnson,,Bangalore,Metro,unknown,error,invalid_date,,6,sunny,wallet
TRP13533,JENNIFER PARKER,,Chennai,Walk,7.28,,2025-05-19 07:01:38,19-05-2025 08:40,-1,Fog,Cash
TRP13534,DANIELLE HOOD,30,,Metro,unknown,1194.88,invalid_date,,6,storm,
TRP13535,,48,Pune,Bus,9.5,,09/12/2025 08:59 PM,,five,Cloudy,Cash
TRP13536,ALEXANDER NICHOLS,twenty five,Kolkata,Bike,22.2,,invalid_date,10-12-2025 08:49,five,sunny,wallet
TRP13537,Susan,47,Kolkata,Auto,unknown,,,,five,sunny,wallet
TRP13538,,,Kolkata,metro,,,,03-11-2025 10:30,6,Sunny,
TRP13539,Ricky,twenty five,Delhi,Taxi,42.6,error,,17-12-2025 16:37,4.6,Cloudy,cash 
TRP13540,Christine Bell,, Mumbai ,Metro,25.02,1094.7,,16-04-2026 00:20,6,,Cash
TRP13541,Patricia Wright,27,Delhi,Auto,unknown,₹266.79,03-21-2026 14:15,2026-03-21 15:47:17,-1,Fog,Cash
TRP13542,MICHELLE MORA,,Bangalore,Bus,8.25,270.65,06-16-2025 18:22,2025-06-16 20:54:48,five,Cloudy,wallet
TRP13543,Kevin,twenty five,Hyderabad,Walk,,₹927.9,08-03-2025 19:03,,4.8,sunny,cash 
TRP13544,CHRIS ROGERS,25,,BUS ,unknown,₹1099.39,07-09-2025 21:55,,1.8,storm,Cash
TRP13545,Jo,twenty five, Mumbai ,metro,,690.14,,,-1,Sunny,cash 
TRP13546,,,Mumbai,Metro,29.3,error,invalid_date,,4.8,storm,
